,estado,estadoSigla,municipio,cnes,nomeCnes,dataNotificacaoOcupacao,ofertaRespiradores,ofertaHospCli,ofertaHospUti,ofertaSRAGCli,ofertaSRAGUti,ocupHospCli,ocupHospUti,ocupSRAGCli,ocupSRAGUti,altas,obitos,ocupacaoInformada,algumaOcupacaoInformada
3335,Rio Grande do Sul,RS,Butiá,2265958,HOSPITAL DE BUTIA,2021-01-06,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1123,Rio Grande do Sul,RS,Cacequi,5699525,ASSO,2021-01-06,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3336,Rio Grande do Sul,RS,Cachoeira do Sul,2266474,HOSPITAL DE CARIDADE E BENEFICENCIA,2021-01-06,25.0,177.0,8.0,15.0,8.0,0.0,20.0,3.0,14,0.0,0,True,True
474,Rio Grande do Sul,RS,Cachoeirinha,0130419,HOSPITAL DE CAMPANHA COVID 19,2021-01-04,0.0,52.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0,True,True
3282,Rio Grande do Sul,RS,Cachoeirinha,2232103,HOSPITAL PADRE JEREMIAS,2021-01-06,6.0,81.0,0.0,0.0,0.0,0.0,6.0,3.0,6,0.0,0,True,True
3326,Rio Grande do Sul,RS,Caibaté,2259850,HOSPITAL ROQUE GONZALES CAIBATE,2021-01-06,1.0,41.0,0.0,0.0,0.0,0.0,0.0,13.0,0,0.0,13,True,True
2132,Rio Grande do Sul,RS,Caiçara,2228548,HOSPITAL S ROQUE CAICARA,2021-01-06,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
943,Rio Grande do Sul,RS,Camaquã,2257548,HOSPITAL NOSSA SENHORA APARECIDA DE CAMAQUA,2021-01-06,8.0,145.0,0.0,0.0,0.0,0.0,10.0,2.0,10,0.0,1,True,True
2409,Rio Grande do Sul,RS,Cambará do Sul,5602742,FUNDACAO HOSPITALAR SAO JOSE,2021-01-06,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3040,Rio Grande do Sul,RS,Campina das Missões,2250802,HOSPITAL CAMPINA,2021-01-05,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3314,Rio Grande do Sul,RS,Campinas do Sul,2249529,HOSPITAL MUNICIPAL DE CAMPINAS DO SUL,2021-01-06,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
908,Rio Grande do Sul,RS,Campo Bom,2232073,HOSPITAL DE CAMPO BOM DR LAURO REUS,2021-01-06,9.0,86.0,10.0,8.0,3.0,0.0,5.0,7.0,5,0.0,0,True,True
949,Rio Grande do Sul,RS,Campo Novo,2261154,HCN,2021-01-06,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2153,Rio Grande do Sul,RS,Candelária,2236362,HOSPITAL CANDELARIA,2021-01-06,1.0,105.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0,True,True
2150,Rio Grande do Sul,RS,Canela,2235609,HOSPITAL DE CANELA,2021-01-06,2.0,54.0,0.0,4.0,2.0,0.0,2.0,6.0,2,1.0,0,True,True
2140,Rio Grande do Sul,RS,Canguçu,2232928,HOSPITAL DE CARIDADE DE CANGUCU,2021-01-06,14.0,104.0,10.0,11.0,3.0,0.0,9.0,2.0,1,0.0,0,True,True
2773,Rio Grande do Sul,RS,Canoas,0154377,HOSPITAL DE CAMPANHA COVID 19 GUAJUVIRAS,2020-09-30,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,True,True
2769,Rio Grande do Sul,RS,Canoas,0104760,HOSPITAL DE CAMPANHA COVID19 RIO BRANCO,2020-09-29,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,True,True
2137,Rio Grande do Sul,RS,Canoas,2232014,HOSPITAL NOSSA SENHORA DAS GRACAS,2021-01-06,22.0,198.0,20.0,20.0,6.0,0.0,34.0,19.0,9,0.0,0,True,True
3512,Rio Grande do Sul,RS,Canoas,3626245,HOSPITAL PRONTO SOCORRO DE CANOAS DEP NELSON MARCHEZAN,2021-01-06,20.0,97.0,11.0,12.0,10.0,0.0,17.0,8.0,2,0.0,0,True,True
3509,Rio Grande do Sul,RS,Canoas,3508528,HOSPITAL UNIVERSITARIO,2021-01-06,30.0,425.0,37.0,40.0,20.0,0.0,44.0,45.0,28,0.0,1,True,True
3453,Rio Grande do Sul,RS,Capão da Canoa,2707969,HOSPITAL BENEFICIENTE SANTA LUZIA,2021-01-06,11.0,90.0,10.0,12.0,3.0,0.0,9.0,2.0,3,1.0,1,True,True
3333,Rio Grande do Sul,RS,Carazinho,2262274,HOSPITAL COMUNITARIO DE CARAZINHO,2021-01-06,7.0,135.0,7.0,11.0,6.0,0.0,16.0,3.0,9,1.0,1,True,True
3297,Rio Grande do Sul,RS,Carlos Barbosa,2241137,HOSPITAL SAO ROQUE,2021-01-06,2.0,68.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,1,True,True
1766,Rio Grande do Sul,RS,Casca,2246872,HOSPITAL SANTA LUCIA CASCA,2021-01-05,2.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,True,True
2127,Rio Grande do Sul,RS,Caxias do Sul,2223570,HOSPITAL DO CIRCULO,2021-01-06,28.0,122.0,1.0,0.0,0.0,0.0,12.0,16.0,7,0.0,0,True,True
899,Rio Grande do Sul,RS,Caxias do Sul,2223538,HOSPITAL GERAL,2021-01-06,44.0,193.0,19.0,24.0,10.0,0.0,25.0,7.0,16,0.0,3,True,True
900,Rio Grande do Sul,RS,Caxias do Sul,2223546,HOSPITAL POMPEIA,2021-01-06,57.0,263.0,20.0,22.0,6.0,0.0,31.0,9.0,6,0.0,0,True,True
901,Rio Grande do Sul,RS,Caxias do Sul,2223597,HOSPITAL SAUDE,2021-01-06,0.0,60.0,10.0,0.0,0.0,0.0,8.0,8.0,3,0.0,0,True,True
2380,Rio Grande do Sul,RS,Caxias do Sul,3356868,HOSPITAL UNIMED CAXIAS DO SUL,2021-01-06,0.0,92.0,20.0,0.0,0.0,0.0,33.0,10.0,18,0.0,1,True,True
1185,Rio Grande do Sul,RS,Caxias do Sul,9728317,HOSPITAL UNIMED UNIDADE MATERNO INFANTIL,2021-01-06,0.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2126,Rio Grande do Sul,RS,Caxias do Sul,2223562,HOSPITAL VIRVI RAMOS,2021-01-06,21.0,176.0,4.0,9.0,5.0,0.0,21.0,31.0,15,3.0,2,True,True
3288,Rio Grande do Sul,RS,Caçapava do Sul,2234416,HOSPITAL DE CARIDADE DR VICTOR LANG,2021-01-06,3.0,79.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,True,True
2199,Rio Grande do Sul,RS,Cerro Largo,2259869,HOSPITAL DE CARIDADE SERRO AZUL,2021-01-06,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2146,Rio Grande do Sul,RS,Chapada,2235307,HOSPITAL SAO JOSE CHAPADA,2021-01-06,1.0,52.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,True,True
1180,Rio Grande do Sul,RS,Charqueadas,9528792,HOSPITAL DE CHARQUEADAS,2021-01-06,1.0,60.0,0.0,0.0,0.0,0.0,8.0,3.0,7,0.0,0,True,True
2201,Rio Grande do Sul,RS,Chiapetta,2261103,HOSPITAL DE CHIAPETTA,2021-01-06,0.0,31.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0.0,6,True,True
948,Rio Grande do Sul,RS,Condor,2261111,HOSPITAL DE CONDOR,2021-01-06,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2381,Rio Grande do Sul,RS,Constantina,3378691,HOSPITAL DA COMUNIDADE AHCROS CONSTANTINA,2021-01-06,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,True,True
2148,Rio Grande do Sul,RS,Coronel Bicaco,2235382,ASSOC HOSP SANTO ANTONIO DE PADUA,2021-01-06,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1070,Rio Grande do Sul,RS,Crissiumal,2708000,HOSPITAL DE CARIDADE DE CRISSIUMAL,2021-01-06,1.0,55.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0,True,True
3334,Rio Grande do Sul,RS,Cruz Alta,2263858,HOSPITAL DE CARIDADE SAO VICENTE DE PAULO,2021-01-06,8.0,132.0,8.0,20.0,10.0,0.0,19.0,6.0,8,0.0,1,True,True
953,Rio Grande do Sul,RS,Cruz Alta,2263823,HOSPITAL SANTA LUCIA LTDA,2021-01-06,0.0,78.0,5.0,0.0,0.0,0.0,4.0,14.0,1,0.0,0,True,True
3318,Rio Grande do Sul,RS,Cruzeiro do Sul,2252074,HOSPITAL SAO GABRIEL ARCANJO,2021-01-06,0.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5.0,0,True,True
932,Rio Grande do Sul,RS,Cândido Godói,2250675,HOSPITAL SANTO AFONSO,2021-01-06,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3308,Rio Grande do Sul,RS,David Canabarro,2246937,HOSPITAL SAO JOSE DAVID CANABARRO,2021-01-06,3.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,2,True,True
2426,Rio Grande do Sul,RS,Dois Irmãos,6844138,HOSPITAL SAO JOSE DE DOIS IRMAOS IBSAUDE,2021-01-06,2.0,66.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.0,0,True,True
2159,Rio Grande do Sul,RS,Dois Lajeados,2241013,HOSPITAL DE CARIDADE SAO ROQUE,2021-01-06,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,True,True
1145,Rio Grande do Sul,RS,Dom Feliciano,6953689,ASDOMF,2021-01-06,1.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,True,True
2204,Rio Grande do Sul,RS,Dom Pedrito,2262002,HOSPITAL SAO LUIZ,2021-01-06,9.0,120.0,0.0,20.0,10.0,0.0,9.0,2.0,9,1.0,0,True,True
938,Rio Grande do Sul,RS,Encantado,2252228,HOSPITAL SANTA TERESINHA ENCANTADO,2021-01-06,5.0,57.0,0.0,0.0,5.0,0.0,3.0,6.0,3,0.0,0,True,True
915,Rio Grande do Sul,RS,Encruzilhada do Sul,2234432,HOSPITAL SANTA BARBARA,2021-01-06,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,True,True
3452,Rio Grande do Sul,RS,Erechim,2707918,FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM,2021-01-06,14.0,147.0,18.0,22.0,10.0,0.0,16.0,6.0,6,0.0,2,True,True
3313,Rio Grande do Sul,RS,Erechim,2249472,HOSPITAL DE CARIDADE DE ERECHIM,2021-01-06,0.0,88.0,0.0,0.0,0.0,0.0,8.0,5.0,5,0.0,2,True,True
2183,Rio Grande do Sul,RS,Erechim,2249669,HOSPITAL UNIMED ERECHIM,2021-01-06,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1174,Rio Grande do Sul,RS,Erechim,9142118,SANTA MONICA HOSPITAL,2021-01-06,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2174,Rio Grande do Sul,RS,Espumoso,2246813,HOSPITAL NOTRE DAME SAO SEBASTIAO,2021-01-06,3.0,65.0,0.0,0.0,5.0,0.0,7.0,1.0,7,0.0,1,True,True
463,Rio Grande do Sul,RS,Estação,2249626,HOSPITAL SANTO ANTONIO ESTACAO,2021-01-03,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,True,True
3279,Rio Grande do Sul,RS,Esteio,2232030,FUNDACAO DE SAUDE PUBLICA SAO CAMILO DE ESTEIO,2021-01-06,13.0,145.0,8.0,18.0,6.0,0.0,12.0,19.0,6,2.0,3,True,True
939,Rio Grande do Sul,RS,Estrela,2252260,HOSPITAL ESTRELA,2021-01-06,25.0,115.0,7.0,8.0,10.0,0.0,15.0,6.0,8,0.0,0,True,True
1067,Rio Grande do Sul,RS,Estância Velha,2707632,HOSPITAL MUNICIPAL GETULIO VARGAS,2021-01-06,2.0,52.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,1,True,True
3294,Rio Grande do Sul,RS,Farroupilha,2240335,HOSPITAL SAO CARLOS,2021-01-06,12.0,110.0,8.0,7.0,5.0,0.0,13.0,13.0,11,0.0,2,True,True
925,Rio Grande do Sul,RS,Faxinal do Soturno,2244101,HOSPITAL DE CARIDADE SAO ROQUE,2021-01-06,8.0,57.0,0.0,20.0,10.0,0.0,6.0,1.0,1,0.0,1,True,True
2414,Rio Grande do Sul,RS,Feliz,6014194,HOSPITAL SCHLATTER,2021-01-06,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2161,Rio Grande do Sul,RS,Flores da Cunha,2241145,HOSPITAL FATIMA,2021-01-06,4.0,53.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,2,True,True
3303,Rio Grande do Sul,RS,Formigueiro,2244217,HOSPITAL MUNICIPAL PEDRO CALIL,2021-01-06,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2206,Rio Grande do Sul,RS,Fortaleza dos Valos,2263866,HOSPITAL MUNICIPAL BOM PASTOR,2021-01-06,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
905,Rio Grande do Sul,RS,Frederico Westphalen,2228602,HOSPITAL DIVINA PROVIDENCIA FREDWEST,2021-01-06,2.0,108.0,8.0,10.0,2.0,0.0,5.0,8.0,4,0.0,2,True,True
2507,Rio Grande do Sul,RS,Garibaldi,2257645,HOSPITAL SAO PEDRO,2021-01-07,2.0,83.0,0.0,20.0,10.0,25.0,5.0,2.0,5,1.0,1,True,True
3315,Rio Grande do Sul,RS,Gaurama,2249545,HOSPITAL SANTA ISABEL,2021-01-06,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2182,Rio Grande do Sul,RS,Getúlio Vargas,2249510,HOSPITAL SAO ROQUE DE GETULIO VARGAS,2021-01-06,3.0,85.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0,True,True
3330,Rio Grande do Sul,RS,Giruá,2260069,HOSPITAL SAO JOSE,2021-01-06,2.0,50.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0.0,0,True,True
2162,Rio Grande do Sul,RS,Gramado,2241153,HOSPITAL ARCANJO SAO MIGUEL,2021-01-06,14.0,92.0,7.0,16.0,8.0,0.0,11.0,2.0,9,1.0,0,True,True
907,Rio Grande do Sul,RS,Gravataí,2232049,HOSPITAL DOM JOAO BECKER,2021-01-06,21.0,191.0,8.0,18.0,2.0,0.0,18.0,14.0,9,1.0,0,True,True
2363,Rio Grande do Sul,RS,Guaporé,2793237,ASSOCIACAO HOSPITALAR MANOEL FRANCISCO GUERREIRO,2021-01-06,3.0,73.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,2,True,True
3328,Rio Grande do Sul,RS,Guarani das Missões,2259931,HOSPITAL SANTA TERESA GUARANI DAS MISSOES,2021-01-06,2.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1205,Rio Grande do Sul,RS,Guaíba,0181927,HOSPITAL DE GUAIBA,2021-01-06,0.0,30.0,0.0,0.0,0.0,0.0,8.0,10.0,8,0.0,0,True,True
3532,Rio Grande do Sul,RS,Guaíba,6131913,HOSPITAL UNIMED,2021-01-06,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3036,Rio Grande do Sul,RS,Herval,2233436,HOSPITAL NOSSA SENHORA DA GLORIA,2021-01-05,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1165,Rio Grande do Sul,RS,Horizontina,7607547,ASSOCIACAO BENEFICENTE OSWALDO CRUZ DE HORIZONTINA,2021-01-06,2.0,54.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.0,0,True,True
3041,Rio Grande do Sul,RS,Humaitá,2265893,HOSPITAL ADESCO,2021-01-05,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1772,Rio Grande do Sul,RS,Ibirubá,5395674,HOSPITAL ANNES DIAS,2021-01-05,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,True,True
2130,Rio Grande do Sul,RS,Igrejinha,2227665,HOSPITAL BOM PASTOR,2021-01-06,3.0,85.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0,True,True
3331,Rio Grande do Sul,RS,Ijuí,2261030,HOSPITAL BOM PASTOR IJUI,2021-01-06,1.0,42.0,0.0,0.0,0.0,0.0,7.0,5.0,7,0.0,1,True,True
3332,Rio Grande do Sul,RS,Ijuí,2261057,HOSPITAL DE CARIDADE DE IJUI,2021-01-06,34.0,184.0,19.0,18.0,5.0,0.0,23.0,6.0,6,1.0,0,True,True
1109,Rio Grande do Sul,RS,Ijuí,3506959,HOSPITAL UNIMED,2021-01-06,0.0,92.0,8.0,0.0,0.0,0.0,4.0,8.0,4,0.0,0,True,True
2188,Rio Grande do Sul,RS,Ilópolis,2252139,HOSPITAL BENEFICENTE LEONILDA BRUNET,2021-01-06,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2134,Rio Grande do Sul,RS,Iraí,2228653,HOSPITAL N S AUXILIADORA IRAI,2021-01-06,1.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,2,True,True
930,Rio Grande do Sul,RS,Itaqui,2248271,HOSPITAL SAO PATRICIO DE ITAQUI,2021-01-06,2.0,79.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.0,0,True,True
2166,Rio Grande do Sul,RS,Ivorá,2244179,HOSPITAL DE IVORA,2021-01-06,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3284,Rio Grande do Sul,RS,Ivoti,2232189,HOSPITAL SAO JOSE IVOTI,2021-01-06,1.0,52.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,1,True,True
2147,Rio Grande do Sul,RS,Jaboticaba,2235315,HOSPITAL SANTA RITA D JABOTICABA,2021-01-06,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3301,Rio Grande do Sul,RS,Jaguari,2244152,IRDESI DE JAGUARI,2021-01-06,1.0,52.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0,True,True
3287,Rio Grande do Sul,RS,Jaguarão,2233401,SANTA CASA DE CARIDADE JAGUARAO,2021-01-06,0.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2,True,True
3299,Rio Grande do Sul,RS,Júlio de Castilhos,2244098,HOSPITAL BERNARDINA SALLES DE BARROS,2021-01-06,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1113,Rio Grande do Sul,RS,Lagoa Vermelha,3819590,HOSPITAL SAO PAULO,2021-01-06,4.0,70.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.0,0,True,True
940,Rio Grande do Sul,RS,Lajeado,2252287,HOSPITAL BRUNO BORN,2021-01-06,29.0,135.0,18.0,15.0,10.0,0.0,26.0,11.0,7,1.0,1,True,True
951,Rio Grande do Sul,RS,Lavras do Sul,2262029,FUNDACAO MEDICO HOSPITALAR,2021-01-06,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,True,True
2175,Rio Grande do Sul,RS,Marau,2246953,HOSPITAL CRISTO REDENTOR MARAU,2021-01-06,7.0,95.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1,True,True
3316,Rio Grande do Sul,RS,Marcelino Ramos,2249618,ASSOCIACAO HOSPITALAR MARCELINENSE,2021-01-06,2.0,52.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,True,True
1767,Rio Grande do Sul,RS,Marques de Souza,2252007,HOSPITAL MARQUES DE SOUZA,2021-01-05,2.0,41.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,True,True
3037,Rio Grande do Sul,RS,Mata,2244187,HOSPITAL DE MATA,2021-01-05,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3310,Rio Grande do Sul,RS,Maximiliano de Almeida,2247038,HOSPITAL SAO JOSE MAXIMILIANO DE ALMEIDA,2021-01-06,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2197,Rio Grande do Sul,RS,Montenegro,2257556,HOSPITAL MONTENEGRO,2021-01-06,13.0,135.0,10.0,17.0,3.0,0.0,16.0,5.0,6,0.0,2,True,True
3274,Rio Grande do Sul,RS,Montenegro,2227959,HOSPITAL UNIMED VALE DO CAI,2021-01-06,0.0,82.0,9.0,0.0,0.0,0.0,6.0,8.0,6,0.0,1,True,True
2129,Rio Grande do Sul,RS,Mostardas,2224615,HOSPITAL SAO LUIZ,2021-01-06,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2331,Rio Grande do Sul,RS,Muçum,2707942,HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA,2021-01-06,1.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,True,True
2135,Rio Grande do Sul,RS,Nonoai,2228688,HOSPITAL COMUNITARIO NONOAI,2021-01-06,0.0,81.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.0,0,True,True
3522,Rio Grande do Sul,RS,Nova Bassano,5230241,ACONSEL,2021-01-06,1.0,55.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0.0,1,True,True
937,Rio Grande do Sul,RS,Nova Bréscia,2252112,HOSPITAL SAO JOAO BATISTA NOVA BRESCIA,2021-01-06,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3300,Rio Grande do Sul,RS,Nova Palma,2244128,HOSPITAL NOSSA SENHORA DA PIEDADE,2021-01-06,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
923,Rio Grande do Sul,RS,Nova Petrópolis,2241102,HOSPITAL NOVA PETROPOLIS,2021-01-06,3.0,39.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0.0,0,True,True
2163,Rio Grande do Sul,RS,Nova Prata,2241161,HOSPITAL SAO JOAO BATISTA,2021-01-06,4.0,69.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,1,True,True
2138,Rio Grande do Sul,RS,Novo Hamburgo,2232146,FUNDACAO DE SAUDE PUBLICA DE NOVO HAMBURGO FSNH,2021-01-06,44.0,185.0,20.0,23.0,3.0,0.0,29.0,33.0,20,1.0,6,True,True
3280,Rio Grande do Sul,RS,Novo Hamburgo,2232057,HOSPITAL REGINA NOVO HAMBURGO,2021-01-06,30.0,167.0,3.0,0.0,0.0,0.0,15.0,9.0,4,0.0,4,True,True
2377,Rio Grande do Sul,RS,Novo Hamburgo,3213943,HOSPITAL UNIMED,2021-01-06,0.0,50.0,18.0,0.0,0.0,0.0,15.0,5.0,8,0.0,0,True,True
2975,Rio Grande do Sul,RS,Não-Me-Toque,2246910,HOSPITAL ALTO JACUI NAO ME TOQUE,2021-01-03,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,True,True
473,Rio Grande do Sul,RS,Não-Me-Toque,2246902,HOSPITAL NOTRE DAME JULIA BILLIART,2021-01-03,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2198,Rio Grande do Sul,RS,Osório,2257815,HOSPITAL SAO VICENTE DE PAULO,2021-01-06,1.0,92.0,0.0,20.0,10.0,0.0,8.0,5.0,7,0.0,0,True,True
3311,Rio Grande do Sul,RS,Paim Filho,2247046,HOSPITAL SANTA TEREZINHA PAIM FILHO,2021-01-06,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2128,Rio Grande do Sul,RS,Palmares do Sul,2224607,HOSPITAL SAO JOSE,2021-01-06,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
916,Rio Grande do Sul,RS,Palmeira das Missões,2235323,HOSPITAL DE CARIDADE PALMEIRA DAS MISSOES,2021-01-06,5.0,109.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,True,True
2133,Rio Grande do Sul,RS,Palmitinho,2228580,HOSPITAL SANTA TEREZINHA PALMITINHO,2021-01-06,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,True,True
2195,Rio Grande do Sul,RS,Panambi,2254956,HOSPITAL PANAMBI,2021-01-06,0.0,59.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0.0,0,True,True
3298,Rio Grande do Sul,RS,Paraí,2241218,HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA,2021-01-06,2.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,True,True
2145,Rio Grande do Sul,RS,Paraíso do Sul,2234467,UNIDADE MISTA HOSPITAL PARAISO,2021-01-06,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2131,Rio Grande do Sul,RS,Parobé,2227762,HOSPITAL SAO FRANCISCO DE ASSIS,2021-01-06,6.0,116.0,0.0,0.0,0.0,0.0,18.0,5.0,18,3.0,0,True,True
928,Rio Grande do Sul,RS,Passo Fundo,2246929,HOSPITAL DE CLINICAS DE PASSO FUNDO,2021-01-06,40.0,269.0,13.0,32.0,23.0,0.0,35.0,29.0,22,0.0,6,True,True
3503,Rio Grande do Sul,RS,Passo Fundo,3141330,HOSPITAL DE PRONTOCLINICAS LTDA,2021-01-06,0.0,64.0,9.0,0.0,0.0,0.0,5.0,10.0,0,0.0,0,True,True
2177,Rio Grande do Sul,RS,Passo Fundo,2246996,HOSPITAL MUNICIPAL PASSO FUNDO,2021-01-06,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3306,Rio Grande do Sul,RS,Passo Fundo,2245663,HOSPITAL SAO VICENTE DE PAULO,2021-01-06,0.0,87.0,10.0,0.0,0.0,0.0,8.0,0.0,0,0.0,0,True,True
3309,Rio Grande do Sul,RS,Passo Fundo,2246988,HOSPITAL SAO VICENTE DE PAULO,2021-01-06,102.0,549.0,42.0,59.0,30.0,0.0,50.0,33.0,19,1.0,4,True,True
2141,Rio Grande do Sul,RS,Pedro Osório,2233339,SANTA CASA DE MISERICORDIA DE PEDRO OSORIO,2021-01-06,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2202,Rio Grande do Sul,RS,Pejuçara,2261138,HOSPITAL PEJUCARA,2021-01-06,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2194,Rio Grande do Sul,RS,Pelotas,2253690,CLINICANP,2021-01-06,0.0,34.0,6.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0,True,True
2192,Rio Grande do Sul,RS,Pelotas,2252694,HOSPITAL ESCOLA DA UNIVERSIDADE FEDERAL DE PELOTAS,2021-01-06,59.0,164.0,6.0,0.0,0.0,0.0,10.0,20.0,7,0.0,1,True,True
3613,Rio Grande do Sul,RS,Pelotas,2252376,HOSPITAL ESPIRITA DE PELOTAS,2021-01-06,0.0,199.0,0.0,160.0,0.0,12.0,0.0,0.0,0,0.0,0,True,True
